,Total cost,Average manufacturing cost per therapy,Average TRT delay penalty per therapy,Average manufacturing delay penalty per therapy,Average transport cost per therapy,Average QC cost per therapy,Average cost per therapy,Average return time
0,28858269.99999987,103203.24444444386,2773.3333333333335,2946.6666666666665,2494.4,19788.0,128258.9777777772,20.386666666666667
1,28780269.99999987,103087.68888888831,2533.3333333333335,2831.1111111111113,2503.288888888889,19788.0,127912.31111111052,20.266666666666666
2,28750269.99999987,103043.24444444386,2284.4444444444443,2786.6666666666665,2663.288888888889,19788.0,127778.9777777772,20.142222222222223
3,28681269.99999987,102941.02222222164,2151.1111111111113,2684.4444444444443,2592.177777777778,19788.0,127472.31111111052,20.07555555555556
4,28795269.99999987,103109.91111111053,2311.1111111111113,2853.3333333333335,2769.9555555555557,19788.0,127978.9777777772,20.15555555555556
5,28660269.99999987,102909.91111111053,2195.5555555555557,2653.3333333333335,2485.511111111111,19788.0,127378.9777777772,20.097777777777775
6,28684269.99999987,102945.46666666609,2177.777777777778,2688.8888888888887,2574.4,19788.0,127485.64444444387,20.08888888888889
7,28687269.99999987,102949.91111111053,2266.6666666666665,2693.3333333333335,2494.4,19788.0,127498.9777777772,20.133333333333333
8,28618270.00000003,102847.68888888901,1946.6666666666872,2591.1111111111113,2609.9555555555557,19788.0,127192.31111111124,19.973333333333347
9,28783269.99999987,103092.13333333275,2382.222222222222,2835.5555555555557,2663.288888888889,19788.0,127925.64444444387,20.191111111111113
10,28651270.00000003,102896.5777777779,1991.1111111111277,2640.0,2663.288888888889,19788.0,127338.97777777791,19.995555555555566
11,28720269.99999987,102998.79999999942,2320.0,2742.222222222222,2538.8444444444444,19788.0,127645.64444444387,20.160000000000004
12,28630269.99999987,102865.46666666609,2097.777777777778,2608.8888888888887,2494.4,19788.0,127245.64444444387,20.04888888888889
13,28870269.99999987,103221.02222222164,2595.5555555555557,2964.4444444444443,2707.733333333333,19788.0,128312.31111111052,20.297777777777775
14,28846269.99999987,103185.46666666609,2631.1111111111113,2928.8888888888887,2601.0666666666666,19788.0,128205.64444444387,20.31555555555556
15,28840269.99999987,103176.5777777772,2577.777777777778,2920.0,2636.6222222222223,19788.0,128178.9777777772,20.288888888888888
16,28576269.99999987,102785.46666666609,1866.6666666666667,2528.8888888888887,2565.511111111111,19788.0,127005.64444444387,19.933333333333334
17,28693269.99999987,102958.79999999942,2293.3333333333335,2702.222222222222,2485.511111111111,19788.0,127525.64444444387,20.14666666666667
18,28771269.99999987,103074.35555555498,2488.8888888888887,2817.777777777778,2521.0666666666666,19788.0,127872.31111111052,20.244444444444447
19,28636270.00000003,102874.35555555565,2088.8888888889214,2617.777777777778,2521.0666666666666,19788.0,127272.31111111124,20.04444444444446
20,28822269.99999987,103149.91111111053,2506.6666666666665,2893.3333333333335,2654.4,19788.0,128098.9777777772,20.253333333333334
21,28708269.99999987,102981.02222222164,2177.777777777778,2724.4444444444443,2645.511111111111,19788.0,127592.31111111052,20.08888888888889
22,28711269.99999987,102985.46666666609,2115.5555555555557,2728.8888888888887,2716.6222222222223,19788.0,127605.64444444387,20.05777777777778
23,28744269.99999987,103034.35555555498,2435.5555555555557,2777.777777777778,2494.4,19788.0,127752.31111111052,20.217777777777776
24,28540269.99999987,102732.13333333275,1715.5555555555557,2475.5555555555557,2609.9555555555557,19788.0,126845.64444444387,19.85777777777778
25,28678269.99999987,102936.5777777772,2151.1111111111113,2680.0,2583.288888888889,19788.0,127458.9777777772,20.075555555555553
26,28780269.99999987,103087.68888888831,2284.4444444444443,2831.1111111111113,2752.177777777778,19788.0,127912.31111111052,20.14222222222222
27,28639269.99999987,102878.79999999942,2097.777777777778,2622.222222222222,2521.0666666666666,19788.0,127285.64444444387,20.04888888888889
28,28717269.99999987,102994.35555555498,2222.222222222222,2737.777777777778,2627.733333333333,19788.0,127632.31111111052,20.111111111111114
29,28771269.99999987,103074.35555555498,2471.1111111111113,2817.777777777778,2538.8444444444444,19788.0,127872.31111111052,20.235555555555553
30,28885269.99999987,103243.24444444386,2764.4444444444443,2986.6666666666665,2583.288888888889,19788.0,128378.9777777772,20.382222222222225
31,28750269.99999987,103043.24444444386,2266.6666666666665,2786.6666666666665,2681.0666666666666,19788.0,127778.9777777772,20.133333333333336
32,28810269.99999987,103132.13333333275,2488.8888888888887,2875.5555555555557,2636.6222222222223,19788.0,128045.64444444387,20.244444444444447
33,28693269.99999987,102958.79999999942,2115.5555555555557,2702.222222222222,2663.288888888889,19788.0,127525.64444444387,20.05777777777778
34,28798269.99999987,103114.35555555498,2311.1111111111113,2857.777777777778,2778.8444444444444,19788.0,127992.31111111052,20.15555555555556
35,28870269.99999987,103221.02222222164,2826.6666666666665,2964.4444444444443,2476.6222222222223,19788.0,128312.31111111052,20.413333333333334
36,28765269.99999987,103065.46666666609,2160.0,2808.8888888888887,2832.177777777778,19788.0,127845.64444444387,20.08
37,28690269.99999987,102954.35555555498,2106.6666666666665,2697.777777777778,2663.288888888889,19788.0,127512.31111111052,20.053333333333335
38,28843269.99999987,103181.02222222164,2648.8888888888887,2924.4444444444443,2574.4,19788.0,128192.31111111052,20.324444444444445
39,28642269.99999987,102883.24444444386,1875.5555555555557,2626.6666666666665,2752.177777777778,19788.0,127298.9777777772,19.93777777777778
40,28693269.99999987,102958.79999999942,2195.5555555555557,2702.222222222222,2583.288888888889,19788.0,127525.64444444387,20.09777777777778
41,28705269.99999987,102976.5777777772,1991.111111111111,2720.0,2823.288888888889,19788.0,127578.9777777772,19.99555555555556
42,28753269.99999987,103047.68888888831,2480.0,2791.1111111111113,2476.6222222222223,19788.0,127792.31111111052,20.24
43,28606269.99999987,102829.91111111053,1955.5555555555557,2573.3333333333335,2565.511111111111,19788.0,127138.9777777772,19.97777777777778
44,28657269.99999987,102905.46666666609,2115.5555555555557,2648.8888888888887,2556.6222222222223,19788.0,127365.64444444387,20.05777777777778
45,28609269.99999987,102834.35555555498,1884.4444444444443,2577.777777777778,2645.511111111111,19788.0,127152.31111111052,19.942222222222224
46,28789269.99999987,103101.02222222164,2560.0,2844.4444444444443,2503.288888888889,19788.0,127952.31111111052,20.28
47,28675269.99999987,102932.13333333275,2240.0,2675.5555555555557,2485.511111111111,19788.0,127445.64444444387,20.12
48,28702269.99999987,102972.13333333275,2328.8888888888887,2715.5555555555557,2476.6222222222223,19788.0,127565.64444444387,20.164444444444445
49,28789269.99999987,103101.02222222164,2497.777777777778,2844.4444444444443,2565.511111111111,19788.0,127952.31111111052,20.248888888888885
50,28777269.99999987,103083.24444444386,2373.3333333333335,2826.6666666666665,2654.4,19788.0,127898.9777777772,20.186666666666664
51,28606269.99999987,102829.91111111053,1937.7777777777778,2573.3333333333335,2583.288888888889,19788.0,127138.9777777772,19.968888888888888
52,28825269.99999987,103154.35555555498,2631.1111111111113,2897.777777777778,2538.8444444444444,19788.0,128112.31111111052,20.315555555555555
53,28816269.99999987,103141.02222222164,2328.8888888888887,2884.4444444444443,2814.4,19788.0,128072.31111111052,20.164444444444445
54,28699269.99999987,102967.68888888831,2248.8888888888887,2711.1111111111113,2547.733333333333,19788.0,127552.31111111052,20.124444444444446
55,28729269.99999987,103012.13333333275,2328.8888888888887,2755.5555555555557,2556.6222222222223,19788.0,127685.64444444387,20.16444444444444
56,28756269.99999987,103052.13333333275,2497.777777777778,2795.5555555555557,2467.733333333333,19788.0,127805.64444444387,20.248888888888885
57,28831269.99999987,103163.24444444386,2551.1111111111113,2906.6666666666665,2636.6222222222223,19788.0,128138.9777777772,20.275555555555556
58,28591269.99999987,102807.68888888831,1991.111111111111,2551.1111111111113,2485.511111111111,19788.0,127072.31111111052,19.99555555555556
59,28702269.99999987,102972.13333333275,2293.3333333333335,2715.5555555555557,2512.177777777778,19788.0,127565.64444444387,20.14666666666667
60,28714269.99999987,102989.91111111053,2000.0,2733.3333333333335,2841.0666666666666,19788.0,127618.9777777772,20.0
61,28591269.99999987,102807.68888888831,1653.3333333333333,2551.1111111111113,2823.288888888889,19788.0,127072.31111111052,19.826666666666668
62,28810269.99999985,103132.13333333275,2497.7777777777023,2875.5555555555557,2627.733333333333,19788.0,128045.64444444378,20.24888888888885
63,28855269.99999987,103198.79999999942,2631.1111111111113,2942.222222222222,2627.733333333333,19788.0,128245.64444444387,20.315555555555555
64,28819269.99999987,103145.46666666609,2595.5555555555557,2888.8888888888887,2556.6222222222223,19788.0,128085.64444444387,20.297777777777778
65,28759269.99999987,103056.5777777772,2275.5555555555557,2800.0,2698.8444444444444,19788.0,127818.9777777772,20.137777777777778
66,28753269.99999987,103047.68888888831,2453.3333333333335,2791.1111111111113,2503.288888888889,19788.0,127792.31111111052,20.226666666666667
67,28864269.99999987,103212.13333333275,2737.777777777778,2955.5555555555557,2547.733333333333,19788.0,128285.64444444387,20.36888888888889
68,28792269.99999987,103105.46666666609,2426.6666666666665,2848.8888888888887,2645.511111111111,19788.0,127965.64444444387,20.21333333333333
69,28789269.99999987,103101.02222222164,2417.777777777778,2844.4444444444443,2645.511111111111,19788.0,127952.31111111052,20.20888888888889
70,28699269.99999987,102967.68888888831,2320.0,2711.1111111111113,2476.6222222222223,19788.0,127552.31111111052,20.159999999999997
71,28639269.99999987,102878.79999999942,2097.777777777778,2622.222222222222,2521.0666666666666,19788.0,127285.64444444387,20.04888888888889
72,28783269.99999987,103092.13333333275,2391.1111111111113,2835.5555555555557,2654.4,19788.0,127925.64444444387,20.195555555555554
73,28867269.99999987,103216.5777777772,2755.5555555555557,2960.0,2538.8444444444444,19788.0,128298.9777777772,20.377777777777776
74,28711269.99999987,102985.46666666609,2186.6666666666665,2728.8888888888887,2645.511111111111,19788.0,127605.64444444387,20.093333333333334
75,28747270.000000037,103038.8000000001,2275.5555555556293,2782.222222222222,2663.288888888889,19788.0,127765.64444444461,20.137777777777814
76,28684269.99999987,102945.46666666609,2142.2222222222185,2688.8888888888887,2609.9555555555557,19788.0,127485.64444444387,20.071111111111108
77,28651269.99999987,102896.5777777772,2106.6666666666665,2640.0,2547.733333333333,19788.0,127338.9777777772,20.053333333333338
78,28786269.99999987,103096.5777777772,2506.6666666666665,2840.0,2547.733333333333,19788.0,127938.9777777772,20.253333333333337
79,28507269.99999987,102683.24444444386,1644.4444444444443,2426.6666666666665,2583.288888888889,19788.0,126698.9777777772,19.822222222222226
80,28816269.99999987,103141.02222222164,2462.222222222222,2884.4444444444443,2681.0666666666666,19788.0,128072.31111111052,20.23111111111111
81,28711269.99999987,102985.46666666609,2266.6666666666665,2728.8888888888887,2565.511111111111,19788.0,127605.64444444387,20.133333333333333
82,28789269.99999987,103101.02222222164,2551.1111111111113,2844.4444444444443,2512.177777777778,19788.0,127952.31111111052,20.275555555555552
83,28627269.99999987,102861.02222222164,2053.3333333333335,2604.4444444444443,2529.9555555555557,19788.0,127232.31111111052,20.026666666666664
84,28675269.99999987,102932.13333333275,1982.2222222222222,2675.5555555555557,2743.288888888889,19788.0,127445.64444444387,19.99111111111111
85,28633269.99999987,102869.91111111053,1919.9999999999975,2613.3333333333335,2681.0666666666666,19788.0,127258.9777777772,19.959999999999994
86,28774269.99999987,103078.79999999942,2400.0,2822.222222222222,2618.8444444444444,19788.0,127885.64444444387,20.2
87,28786269.99999987,103096.5777777772,2462.222222222222,2840.0,2592.177777777778,19788.0,127938.9777777772,20.23111111111111
88,28717269.99999987,102994.35555555498,2186.6666666666665,2737.777777777778,2663.288888888889,19788.0,127632.31111111052,20.093333333333337
89,28747269.99999987,103038.79999999942,2346.6666666666665,2782.222222222222,2592.177777777778,19788.0,127765.64444444387,20.173333333333332
90,28744269.99999987,103034.35555555498,2124.4444444444443,2777.777777777778,2805.511111111111,19788.0,127752.31111111052,20.062222222222225
91,28852269.99999987,103194.35555555498,2666.6666666666665,2937.777777777778,2583.288888888889,19788.0,128232.31111111052,20.333333333333332
92,28825269.99999987,103154.35555555498,2693.3333333333335,2897.777777777778,2476.6222222222223,19788.0,128112.31111111052,20.34666666666667
93,28729269.99999987,103012.13333333275,2204.444444444441,2755.5555555555557,2681.0666666666666,19788.0,127685.64444444387,20.10222222222222
94,28798269.99999987,103114.35555555498,2568.8888888888887,2857.777777777778,2521.0666666666666,19788.0,127992.31111111052,20.284444444444443
95,28696269.99999987,102963.24444444386,2302.222222222222,2706.6666666666665,2485.511111111111,19788.0,127538.9777777772,20.151111111111113
