,Total cost,Average manufacturing cost per therapy,Average TRT delay penalty per therapy,Average manufacturing delay penalty per therapy,Average transport cost per therapy,Average QC cost per therapy,Average cost per therapy,Average return time
0,27918009.999999955,115293.64999999978,2130.0,2505.0,2378.4,19788.0,139590.04999999978,20.065
1,28362009.999999955,116033.64999999978,3310.0,3245.0,2678.4,19788.0,141810.04999999978,20.655000000000005
2,28173009.999999955,115718.64999999978,2910.0,2930.0,2448.4,19788.0,140865.04999999978,20.455000000000002
3,28122009.999999955,115633.64999999978,2820.0,2845.0,2368.4,19788.0,140610.04999999978,20.410000000000004
4,28125009.999999955,115638.64999999978,2640.0,2850.0,2558.4,19788.0,140625.04999999978,20.32
5,28098009.999999955,115593.64999999978,2300.0,2805.0,2808.4,19788.0,140490.04999999978,20.150000000000002
6,28023009.999999955,115468.64999999978,2270.0,2680.0,2588.4,19788.0,140115.04999999978,20.135000000000005
7,27987009.999999955,115408.64999999978,2160.0,2620.0,2578.4,19788.0,139935.04999999978,20.080000000000002
8,28224009.999999955,115803.64999999978,2940.0,3015.0,2588.4,19788.0,141120.04999999978,20.47
9,28062009.999999955,115533.64999999978,2360.0,2745.0,2628.4,19788.0,140310.04999999978,20.180000000000003
10,28176009.999999955,115723.64999999978,2900.0,2935.0,2468.4,19788.0,140880.04999999978,20.450000000000003
11,28008009.999999955,115443.64999999978,2280.0,2655.0,2528.4,19788.0,140040.04999999978,20.14
12,28026009.999999955,115473.64999999978,2470.0,2685.0,2398.4,19788.0,140130.04999999978,20.235000000000003
13,28080009.999999955,115563.64999999978,2580.0,2775.0,2468.4,19788.0,140400.04999999978,20.290000000000003
14,28092009.999999955,115583.64999999978,2730.0,2795.0,2358.4,19788.0,140460.04999999978,20.365000000000002
15,28125009.999999955,115638.64999999978,2500.0,2850.0,2698.4,19788.0,140625.04999999978,20.250000000000004
16,27993009.999999955,115418.64999999978,2380.0,2630.0,2378.4,19788.0,139965.04999999978,20.190000000000005
17,28188009.999999955,115743.64999999978,3000.0,2955.0,2408.4,19788.0,140940.04999999978,20.500000000000004
18,28176009.999999955,115723.64999999978,2740.0,2935.0,2628.4,19788.0,140880.04999999978,20.370000000000005
19,28017009.999999955,115458.64999999978,2220.0,2670.0,2618.4,19788.0,140085.04999999978,20.11
20,27873009.99999997,115218.64999999979,1790.00000000005,2430.0,2568.4,19788.0,139365.04999999984,19.895000000000024
21,28059009.999999955,115528.64999999978,2479.999999999998,2740.0,2498.4,19788.0,140295.04999999978,20.240000000000002
22,28215009.999999955,115788.64999999978,3000.0,3000.0,2498.4,19788.0,141075.04999999978,20.5
23,27939009.999999955,115328.64999999978,2080.0,2540.0,2498.4,19788.0,139695.04999999978,20.040000000000003
24,28125009.999999955,115638.64999999978,2340.0,2850.0,2858.4,19788.0,140625.04999999978,20.17
25,28095009.999999955,115588.64999999978,2690.0,2800.0,2408.4,19788.0,140475.04999999978,20.345000000000002
26,28296009.999999955,115923.64999999978,3310.0,3135.0,2458.4,19788.0,141480.04999999978,20.655
27,28161009.999999955,115698.64999999978,2860.0,2910.0,2458.4,19788.0,140805.04999999978,20.43
28,28077009.999999955,115558.64999999978,2570.0,2770.0,2468.4,19788.0,140385.04999999978,20.285000000000004
29,27957009.999999955,115358.64999999978,2130.0,2570.0,2508.4,19788.0,139785.04999999978,20.065000000000005
30,28197009.999999955,115758.64999999978,2670.0,2970.0,2768.4,19788.0,140985.04999999978,20.335000000000004
31,28029009.999999955,115478.64999999978,2300.0,2690.0,2578.4,19788.0,140145.04999999978,20.150000000000006
32,27927009.999999955,115308.64999999978,2120.0,2520.0,2418.4,19788.0,139635.04999999978,20.060000000000002
33,28005009.99999995,115438.64999999978,2230.0,2650.0,2568.4,19788.0,140025.04999999976,20.115000000000002
34,28026009.999999955,115473.64999999978,2470.0,2685.0,2398.4,19788.0,140130.04999999978,20.235000000000003
35,28086009.999999955,115573.64999999978,2520.0,2785.0,2548.4,19788.0,140430.04999999978,20.260000000000005
36,27912009.999999955,115283.64999999978,1960.0,2495.0,2528.4,19788.0,139560.04999999978,19.980000000000004
37,28041009.999999955,115498.64999999978,2240.0,2710.0,2678.4,19788.0,140205.04999999978,20.120000000000005
38,28143009.999999955,115668.64999999978,2900.0,2880.0,2358.4,19788.0,140715.04999999978,20.450000000000003
39,28035009.999999955,115488.64999999978,2360.0,2700.0,2538.4,19788.0,140175.04999999978,20.18
40,28002009.999999955,115433.64999999978,2400.0,2645.0,2388.4,19788.0,140010.04999999978,20.200000000000003
41,28212009.999999955,115783.64999999978,2690.0,2995.0,2798.4,19788.0,141060.04999999978,20.345000000000002
42,28074009.999999955,115553.64999999978,2400.0,2765.0,2628.4,19788.0,140370.04999999978,20.200000000000003
43,28266009.999999955,115873.64999999978,3040.0,3085.0,2628.4,19788.0,141330.04999999978,20.520000000000003
44,28242009.999999955,115833.64999999978,3150.0,3045.0,2438.4,19788.0,141210.04999999978,20.575000000000003
45,28248009.999999955,115843.64999999978,3180.0,3055.0,2428.4,19788.0,141240.04999999978,20.590000000000003
46,28263009.999999955,115868.64999999978,3230.0,3080.0,2428.4,19788.0,141315.04999999978,20.615000000000002
47,28095009.999999955,115588.64999999978,2650.0,2800.0,2448.4,19788.0,140475.04999999978,20.325000000000003
48,28107009.999999955,115608.64999999978,2510.0,2820.0,2628.4,19788.0,140535.04999999978,20.255000000000003
49,27951009.999999955,115348.64999999978,2210.0,2560.0,2408.4,19788.0,139755.04999999978,20.105000000000004
50,27927009.999999955,115308.64999999978,1920.0,2520.0,2618.4,19788.0,139635.04999999978,19.960000000000004
51,28134009.999999955,115653.64999999978,2710.0,2865.0,2518.4,19788.0,140670.04999999978,20.355
52,28119009.999999955,115628.64999999978,2590.0,2840.0,2588.4,19788.0,140595.04999999978,20.295
53,28077009.999999955,115558.64999999978,2650.0,2770.0,2388.4,19788.0,140385.04999999978,20.325000000000003
54,28125009.999999955,115638.64999999978,2580.0,2850.0,2618.4,19788.0,140625.04999999978,20.290000000000003
55,27963009.999999955,115368.64999999978,2230.0,2580.0,2428.4,19788.0,139815.04999999978,20.115000000000002
56,27912009.999999955,115283.64999999978,2120.0,2495.0,2368.4,19788.0,139560.04999999978,20.060000000000002
57,28017009.999999955,115458.64999999978,2400.0,2670.0,2438.4,19788.0,140085.04999999978,20.200000000000003
58,27972009.999999955,115383.64999999978,2220.0,2595.0,2468.4,19788.0,139860.04999999978,20.110000000000003
59,28020009.999999955,115463.64999999978,2320.0,2675.0,2528.4,19788.0,140100.04999999978,20.16
60,28047009.999999955,115508.64999999978,2120.0,2720.0,2818.4,19788.0,140235.04999999978,20.060000000000002
61,28065009.999999955,115538.64999999978,2490.0,2750.0,2508.4,19788.0,140325.04999999978,20.245000000000005
62,27969009.999999955,115378.64999999978,2240.0,2590.0,2438.4,19788.0,139845.04999999978,20.120000000000005
63,28050009.999999955,115513.64999999978,2270.0,2725.0,2678.4,19788.0,140250.04999999978,20.135
64,28002009.999999955,115433.64999999978,2330.0,2645.0,2458.4,19788.0,140010.04999999978,20.165000000000006
65,28176009.999999955,115723.64999999978,2710.0,2935.0,2658.4,19788.0,140880.04999999978,20.355
66,28023009.999999955,115468.64999999978,2390.0,2680.0,2468.4,19788.0,140115.04999999978,20.195
67,27981009.999999955,115398.64999999978,2340.0,2610.0,2378.4,19788.0,139905.04999999978,20.17
68,28176009.999999955,115723.64999999978,2600.0,2935.0,2768.4,19788.0,140880.04999999978,20.300000000000004
69,28047009.999999955,115508.64999999978,2510.0,2720.0,2428.4,19788.0,140235.04999999978,20.255000000000003
70,28098009.999999955,115593.64999999978,2240.0,2805.0,2868.4,19788.0,140490.04999999978,20.120000000000005
71,28143009.999999955,115668.64999999978,2830.0,2880.0,2428.4,19788.0,140715.04999999978,20.415000000000006
72,28128009.999999955,115643.64999999978,2630.0,2855.0,2578.4,19788.0,140640.04999999978,20.315000000000005
73,27912009.999999955,115283.64999999978,1750.0,2495.0,2738.4,19788.0,139560.04999999978,19.875
74,28098009.999999955,115593.64999999978,2520.0,2805.0,2588.4,19788.0,140490.04999999978,20.260000000000005
75,28038009.999999955,115493.64999999978,2389.999999999997,2705.0,2518.400000000003,19788.0,140190.04999999978,20.195
76,28170009.999999955,115713.64999999978,2800.0,2925.0,2548.4,19788.0,140850.04999999978,20.400000000000006
77,28155009.999999955,115688.64999999978,2810.0,2900.0,2488.4,19788.0,140775.04999999978,20.405
78,28185009.999999955,115738.64999999978,2960.0,2950.0,2438.4,19788.0,140925.04999999978,20.480000000000004
79,27849009.999999955,115178.64999999978,1860.0,2390.0,2418.4,19788.0,139245.04999999978,19.93
80,28203009.999999955,115768.64999999978,2740.0,2980.0,2718.4,19788.0,141015.04999999978,20.37
81,28029009.999999955,115478.64999999978,2480.0,2690.0,2398.4,19788.0,140145.04999999978,20.240000000000002
82,28068009.999999955,115543.64999999978,2530.0,2755.0,2478.4,19788.0,140340.04999999978,20.265
83,28080009.999999955,115563.64999999978,2530.0,2775.0,2518.4,19788.0,140400.04999999978,20.265
84,28191009.999999955,115748.64999999978,2760.0,2960.0,2658.4,19788.0,140955.04999999978,20.380000000000006
85,28104009.999999955,115603.64999999978,2680.0,2815.0,2448.4,19788.0,140520.04999999978,20.340000000000003
86,28155009.999999955,115688.64999999978,2870.0,2900.0,2428.4,19788.0,140775.04999999978,20.435000000000002
87,28059009.999999955,115528.64999999978,2480.0,2740.0,2498.4,19788.0,140295.04999999978,20.240000000000006
88,28065009.999999955,115538.64999999978,2170.0,2750.0,2828.4,19788.0,140325.04999999978,20.085
89,28167009.999999955,115708.64999999978,2690.0,2920.0,2648.4,19788.0,140835.04999999978,20.345000000000006
90,27981009.999999955,115398.64999999978,2210.0,2610.0,2508.4,19788.0,139905.04999999978,20.105000000000004
91,27864009.999999955,115203.64999999978,1900.0,2415.0,2428.4,19788.0,139320.04999999978,19.950000000000003
92,28110009.999999955,115613.64999999978,2620.0,2825.0,2528.4,19788.0,140550.04999999978,20.310000000000002
