p1 6.0 6.0 4.0 0.0 3.0 4.0 0.0 5.0 0.0 2.0 1.0 5.0 5.0 6.0 4.0 1.0 0.0 3.0 3.0 5.0 2.0 3.0 0.0 0.0 5.0 4.0 0.0 5.0 2.0 4.0 4.0 6.0 0.0 0.0 5.0 0.0 3.0 0.0 5.0 3.0 2.0 6.0 4.0 2.0 2.0 4.0 4.0 3.0
p2 1.0 5.0 2.0 1.0 3.0 5.0 3.0 0.0 2.0 1.0 1.0 3.0 2.0 3.0 4.0 3.0 3.0 5.0 1.0 4.0 3.0 2.0 5.0 1.0 3.0 4.0 3.0 2.0 4.0 2.0 4.0 3.0 6.0 3.0 1.0 5.0 0.0 0.0 2.0 2.0 1.0 6.0 1.0 0.0 0.0 3.0 6.0 2.0
p3 2.0 5.0 1.0 1.0 3.0 3.0 1.0 2.0 5.0 2.0 6.0 0.0 4.0 2.0 2.0 4.0 5.0 2.0 6.0 1.0 2.0 0.0 4.0 2.0 3.0 0.0 6.0 2.0 3.0 1.0 2.0 5.0 3.0 2.0 1.0 4.0 0.0 2.0 2.0 6.0 2.0 5.0 0.0 5.0 5.0 2.0 1.0 2.0
p4 0.0 4.0 3.0 2.0 3.0 1.0 2.0 2.0 6.0 6.0 2.0 4.0 2.0 3.0 1.0 0.0 3.0 3.0 1.0 5.0 1.0 2.0 5.0 4.0 2.0 1.0 3.0 1.0 1.0 0.0 3.0 3.0 1.0 0.0 1.0 6.0 3.0 3.0 2.0 0.0 0.0 4.0 1.0 0.0 1.0 0.0 1.0 6.0
p5 3.0 6.0 5.0 5.0 1.0 5.0 3.0 6.0 1.0 2.0 2.0 6.0 0.0 1.0 4.0 6.0 1.0 0.0 5.0 4.0 1.0 2.0 2.0 3.0 2.0 6.0 1.0 4.0 2.0 3.0 0.0 1.0 0.0 2.0 1.0 6.0 6.0 2.0 0.0 6.0 5.0 0.0 6.0 0.0 5.0 1.0 0.0 0.0
p6 5.0 2.0 4.0 5.0 4.0 4.0 0.0 0.0 4.0 5.0 6.0 3.0 2.0 0.0 3.0 6.0 2.0 5.0 6.0 2.0 3.0 0.0 0.0 0.0 2.0 1.0 0.0 2.0 5.0 2.0 5.0 1.0 6.0 6.0 3.0 5.0 1.0 2.0 1.0 5.0 3.0 5.0 6.0 6.0 2.0 1.0 4.0 1.0
p7 3.0 3.0 6.0 3.0 6.0 5.0 2.0 1.0 1.0 4.0 1.0 3.0 2.0 0.0 5.0 1.0 2.0 0.0 0.0 6.0 1.0 5.0 1.0 1.0 3.0 4.0 4.0 2.0 3.0 1.0 6.0 1.0 2.0 0.0 3.0 0.0 3.0 1.0 1.0 5.0 3.0 6.0 5.0 4.0 5.0 1.0 3.0 2.0
p8 3.0 4.0 5.0 1.0 2.0 4.0 6.0 1.0 0.0 4.0 4.0 3.0 0.0 2.0 3.0 2.0 1.0 0.0 1.0 4.0 4.0 2.0 0.0 4.0 4.0 0.0 5.0 1.0 0.0 2.0 6.0 1.0 0.0 5.0 1.0 4.0 5.0 3.0 2.0 6.0 3.0 1.0 4.0 5.0 6.0 2.0 4.0 3.0
p9 6.0 1.0 4.0 0.0 5.0 3.0 2.0 3.0 2.0 3.0 4.0 4.0 6.0 5.0 4.0 0.0 0.0 0.0 0.0 5.0 5.0 3.0 4.0 4.0 4.0 1.0 4.0 6.0 2.0 3.0 0.0 2.0 5.0 2.0 4.0 1.0 5.0 0.0 5.0 0.0 2.0 4.0 2.0 1.0 1.0 1.0 5.0 0.0
p10 5.0 3.0 2.0 5.0 4.0 6.0 2.0 0.0 2.0 2.0 3.0 1.0 6.0 1.0 0.0 0.0 2.0 4.0 0.0 0.0 2.0 0.0 5.0 0.0 6.0 2.0 3.0 2.0 1.0 3.0 6.0 2.0 6.0 0.0 1.0 2.0 2.0 1.0 3.0 5.0 6.0 0.0 0.0 0.0 0.0 0.0 6.0 2.0
p11 3.0 2.0 6.0 2.0 6.0 5.0 6.0 4.0 4.0 0.0 5.0 6.0 3.0 1.0 6.0 1.0 1.0 0.0 4.0 4.0 3.0 0.0 2.0 4.0 4.0 6.0 2.0 5.0 3.0 0.0 1.0 1.0 3.0 4.0 4.0 5.0 5.0 2.0 1.0 4.0 5.0 2.0 1.0 0.0 4.0 2.0 5.0 5.0
p12 0.0 3.0 3.0 4.0 1.0 1.0 4.0 5.0 4.0 6.0 6.0 5.0 0.0 0.0 6.0 3.0 6.0 3.0 2.0 4.0 0.0 6.0 1.0 0.0 6.0 3.0 0.0 1.0 2.0 0.0 2.0 5.0 0.0 0.0 5.0 2.0 5.0 1.0 2.0 5.0 2.0 5.0 2.0 3.0 6.0 5.0 0.0 2.0
p13 4.0 6.0 4.0 6.0 2.0 0.0 3.0 3.0 0.0 4.0 2.0 3.0 3.0 5.0 1.0 0.0 1.0 1.0 6.0 0.0 4.0 1.0 4.0 4.0 0.0 4.0 2.0 1.0 1.0 3.0 1.0 6.0 1.0 6.0 1.0 1.0 3.0 1.0 6.0 1.0 3.0 3.0 6.0 2.0 0.0 1.0 5.0 6.0
