p1 0.0 2.0 0.0 2.0 5.0 6.0 0.0 2.0 5.0 5.0 4.0 0.0 0.0 4.0 0.0 1.0 2.0 2.0 3.0 2.0 0.0 0.0 0.0 6.0 5.0 5.0 2.0 0.0 2.0 6.0 2.0 6.0 0.0 3.0 2.0 3.0 5.0 2.0 5.0 0.0 3.0 1.0 5.0 0.0 1.0 0.0 6.0 5.0
p2 6.0 6.0 1.0 2.0 6.0 5.0 0.0 2.0 2.0 3.0 1.0 4.0 4.0 5.0 6.0 2.0 4.0 6.0 3.0 2.0 0.0 0.0 3.0 4.0 0.0 5.0 2.0 5.0 2.0 2.0 4.0 0.0 0.0 0.0 3.0 0.0 4.0 5.0 0.0 5.0 6.0 3.0 2.0 5.0 0.0 0.0 0.0 0.0
p3 2.0 6.0 2.0 5.0 2.0 4.0 5.0 4.0 1.0 6.0 6.0 6.0 2.0 1.0 1.0 6.0 3.0 4.0 0.0 1.0 0.0 5.0 0.0 1.0 6.0 4.0 5.0 5.0 0.0 2.0 2.0 0.0 1.0 1.0 4.0 0.0 5.0 1.0 4.0 5.0 1.0 2.0 5.0 4.0 1.0 2.0 5.0 0.0
p4 4.0 3.0 1.0 2.0 2.0 0.0 0.0 1.0 2.0 5.0 0.0 0.0 5.0 5.0 0.0 4.0 4.0 1.0 0.0 0.0 0.0 1.0 6.0 1.0 4.0 3.0 0.0 6.0 6.0 6.0 1.0 1.0 1.0 5.0 3.0 0.0 3.0 5.0 4.0 4.0 4.0 6.0 6.0 5.0 3.0 4.0 6.0 5.0
p5 4.0 3.0 0.0 1.0 3.0 3.0 0.0 1.0 3.0 4.0 1.0 4.0 2.0 4.0 4.0 6.0 4.0 5.0 5.0 6.0 3.0 5.0 6.0 0.0 2.0 6.0 6.0 3.0 0.0 2.0 1.0 5.0 1.0 2.0 0.0 1.0 3.0 3.0 1.0 3.0 0.0 3.0 1.0 3.0 3.0 1.0 1.0 2.0
p6 6.0 3.0 1.0 1.0 6.0 1.0 4.0 6.0 4.0 5.0 4.0 1.0 5.0 3.0 1.0 4.0 6.0 1.0 3.0 0.0 1.0 5.0 1.0 2.0 0.0 4.0 0.0 0.0 3.0 2.0 0.0 3.0 2.0 5.0 0.0 6.0 2.0 1.0 1.0 0.0 2.0 0.0 2.0 1.0 0.0 0.0 1.0 5.0
p7 6.0 4.0 0.0 6.0 2.0 0.0 1.0 6.0 6.0 4.0 1.0 3.0 0.0 6.0 4.0 1.0 5.0 0.0 4.0 5.0 0.0 6.0 0.0 6.0 3.0 1.0 0.0 0.0 5.0 3.0 0.0 0.0 0.0 1.0 0.0 6.0 0.0 5.0 5.0 3.0 2.0 4.0 0.0 2.0 0.0 3.0 4.0 3.0
p8 6.0 2.0 5.0 1.0 0.0 1.0 5.0 2.0 3.0 4.0 6.0 6.0 6.0 1.0 6.0 5.0 3.0 1.0 5.0 5.0 2.0 3.0 2.0 1.0 1.0 0.0 0.0 6.0 0.0 2.0 4.0 5.0 2.0 1.0 4.0 5.0 1.0 0.0 2.0 5.0 5.0 6.0 6.0 5.0 5.0 3.0 5.0 3.0
p9 4.0 4.0 6.0 0.0 3.0 6.0 6.0 3.0 2.0 6.0 0.0 1.0 1.0 3.0 5.0 5.0 1.0 1.0 0.0 0.0 1.0 4.0 5.0 6.0 3.0 6.0 2.0 4.0 3.0 2.0 2.0 1.0 5.0 1.0 5.0 4.0 0.0 2.0 4.0 0.0 1.0 3.0 2.0 5.0 1.0 4.0 1.0 3.0
p10 3.0 1.0 6.0 0.0 1.0 0.0 4.0 2.0 2.0 5.0 4.0 1.0 4.0 2.0 1.0 6.0 6.0 5.0 1.0 1.0 1.0 0.0 1.0 5.0 0.0 4.0 4.0 0.0 1.0 2.0 6.0 2.0 2.0 4.0 0.0 4.0 5.0 5.0 2.0 0.0 1.0 1.0 1.0 1.0 2.0 0.0 5.0 3.0
p11 0.0 5.0 1.0 2.0 2.0 2.0 5.0 4.0 1.0 6.0 0.0 5.0 2.0 0.0 3.0 2.0 1.0 2.0 5.0 6.0 2.0 3.0 6.0 2.0 5.0 3.0 6.0 0.0 2.0 0.0 0.0 4.0 2.0 2.0 5.0 6.0 0.0 6.0 0.0 3.0 6.0 2.0 1.0 5.0 0.0 1.0 5.0 3.0
p12 0.0 5.0 0.0 3.0 4.0 0.0 1.0 6.0 0.0 4.0 6.0 3.0 4.0 3.0 0.0 6.0 0.0 6.0 1.0 6.0 2.0 3.0 0.0 6.0 5.0 0.0 5.0 5.0 4.0 0.0 1.0 0.0 0.0 1.0 1.0 2.0 1.0 0.0 5.0 6.0 4.0 0.0 4.0 0.0 5.0 4.0 2.0 1.0
p13 2.0 1.0 3.0 4.0 2.0 6.0 3.0 3.0 3.0 1.0 2.0 0.0 1.0 4.0 2.0 6.0 0.0 5.0 3.0 0.0 5.0 4.0 6.0 6.0 2.0 1.0 6.0 1.0 2.0 3.0 6.0 5.0 0.0 1.0 3.0 0.0 6.0 3.0 4.0 0.0 6.0 1.0 6.0 2.0 1.0 4.0 1.0 0.0
