p1 0.0
p2 0.0
p3 0.0
p4 0.0
p5 0.0
p6 0.0
p7 0.0
p8 0.0
p9 0.0
p10 0.0
p11 0.0
p12 0.0
p13 0.0
p14 0.0
p15 0.0
p16 0.0
p17 0.0
p18 0.0
p19 0.0
p20 0.0
p21 0.0
p22 0.0
p23 0.0
p24 0.0
p25 0.0
p26 0.0
p27 0.0
p28 0.0
p29 0.0
p30 0.0
p31 0.0
p32 0.0
p33 0.0
p34 0.0
p35 0.0
p36 0.0
p37 0.0
p38 0.0
p39 0.0
p40 0.0
p41 0.0
p42 0.0
p43 0.0
p44 0.0
p45 0.0
p46 0.0
p47 0.0
p48 0.0
p49 0.0
p50 0.0
p51 0.0
p52 0.0
p53 0.0
p54 0.0
p55 0.0
p56 0.0
p57 0.0
p58 0.0
p59 0.0
p60 0.0
p61 0.0
p62 0.0
p63 0.0
p64 0.0
p65 0.0
p66 0.0
p67 0.0
p68 0.0
p69 0.0
p70 0.0
p71 0.0
p72 0.0
p73 0.0
p74 0.0
p75 0.0
p76 0.0
p77 0.0
p78 0.0
p79 0.0
p80 0.0
p81 0.0
p82 0.0
p83 0.0
p84 0.0
p85 0.0
p86 0.0
p87 0.0
p88 0.0
p89 0.0
p90 0.0
p91 0.0
p92 0.0
p93 0.0
p94 0.0
p95 0.0
p96 0.0
p97 0.0
p98 0.0
p99 0.0
p100 0.0
p101 0.0
p102 0.0
p103 0.0
p104 0.0
p105 0.0
p106 0.0
p107 0.0
p108 0.0
p109 0.0
p110 0.0
p111 0.0
p112 0.0
p113 0.0
p114 0.0
p115 0.0
p116 0.0
p117 0.0
p118 0.0
p119 0.0
p120 0.0
p121 0.0
p122 0.0
p123 0.0
p124 0.0
p125 0.0
p126 0.0
p127 0.0
p128 0.0
p129 0.0
p130 0.0
p131 0.0
p132 0.0
p133 0.0
p134 0.0
p135 0.0
p136 0.0
p137 0.0
p138 0.0
p139 0.0
p140 0.0
p141 0.0
p142 0.0
p143 0.0
p144 0.0
p145 0.0
p146 0.0
p147 0.0
p148 0.0
p149 0.0
p150 0.0
